availability,channel_discovered,duration,kind,search_query,tested_seconds,title,title_discovered,url,video_id,yt_dlp_error,yt_dlp_ok
,Stable Ronaldo Live,,youtube,podcast,7.03,,I Started A Podcast With Jynxzi & Joe Bartolozzi..,https://www.youtube.com/watch?v=ba6-_MMxF4E,ba6-_MMxF4E,ERROR: [youtube] ba6-_MMxF4E: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,HappyFishTV,,youtube,podcast,7.92,,"Barbatii au devenit prea slabi? cu Monica Tatoiu, Aluziva si Anisia Gafton | Aproximativ Discutii",https://www.youtube.com/watch?v=KeScFTd7tx4,KeScFTd7tx4,ERROR: [youtube] KeScFTd7tx4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Face to Face Podcast by Bianca Drăgan,,youtube,podcast,7.64,,Maria Covasă îi DESFIINȚEAZĂ pe Marcel și Armina: ”Știm cu ce s-a ocupat ea în Monaco”,https://www.youtube.com/watch?v=Oy-upQNQBIU,Oy-upQNQBIU,ERROR: [youtube] Oy-upQNQBIU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,LOL Podcast ,,youtube,podcast,7.48,,Yolanda Took Her Makeup Off!,https://www.youtube.com/watch?v=ByDU_YAq8NA,ByDU_YAq8NA,ERROR: [youtube] ByDU_YAq8NA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Biswa Limbu and 2 more,,youtube,podcast,7.71,,"COOL BOY सँग प्रेम,विवाह,परिवार र बेहुलीबारे कुराकानी॥ Biswa Limbu Podcast S2 Episode 144",https://www.youtube.com/watch?v=7EuXkgCJ8Dk,7EuXkgCJ8Dk,ERROR: [youtube] 7EuXkgCJ8Dk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,VREAU SĂ ȘTIU,,youtube,podcast,8.35,,EP 242 Costel Bojog,https://www.youtube.com/watch?v=WelaKr41PgA,WelaKr41PgA,ERROR: [youtube] WelaKr41PgA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,VREAU SĂ ȘTIU,,youtube,podcast,7.66,,CĂTĂLIN OPRIȘAN ȘI COSTIN ȘTUCAN: BECALI AVEA FÂȘICUL DE 500 DE EURO LEGAT CU ZGÂRCI,https://www.youtube.com/watch?v=J_YGTbfTkQY,J_YGTbfTkQY,ERROR: [youtube] J_YGTbfTkQY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,un PODCAST misto By Bursucu',,youtube,podcast,7.39,,un PODCAST mișto - Jean de la Craiova & Marian Mexicanul - Ediție Aniversară,https://www.youtube.com/watch?v=KADn9y0l82U,KADn9y0l82U,ERROR: [youtube] KADn9y0l82U: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Fain & Simplu cu Mihai Morar,,youtube,podcast,7.09,,"DULCAN'S CODE. IF YOU ONLY LISTEN TO ONE PODCAST ALL YEAR, THIS IS THE ONE! | Fain & Simplu 282",https://www.youtube.com/watch?v=2Y_ewINzbVs,2Y_ewINzbVs,ERROR: [youtube] 2Y_ewINzbVs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,The Daily Beast,,youtube,podcast,6.97,,De ce misterul lui Mitch McConnell devine și mai întunecat | Podcastul The Daily Beast,https://www.youtube.com/watch?v=IrK1aMDnP8M,IrK1aMDnP8M,ERROR: [youtube] IrK1aMDnP8M: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,We Might Be Drunk Podcast,,youtube,podcast,6.69,,H. Foley & Kevin Ryan (Are You Garbage) w/ Sam Morril & Mark Normand - We Might Be Drunk Podcast,https://www.youtube.com/watch?v=bXe8LMz6YCc,bXe8LMz6YCc,ERROR: [youtube] bXe8LMz6YCc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,All-In Podcast,,youtube,podcast,6.69,,"AI Kills Everybody or Doomer Psyop? OpenAI’s Math Breakthrough, Nike’s $200B Collapse",https://www.youtube.com/watch?v=cvxjqbfLVk0,cvxjqbfLVk0,ERROR: [youtube] cvxjqbfLVk0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Face to Face Podcast by Bianca Drăgan,,youtube,podcast,6.52,,"Nicoleta Dragne, ISPITA care a destrămat trei cupluri la INSULA IUBIRII: “După s-a întors la ea”",https://www.youtube.com/watch?v=t5KknT68HjM,t5KknT68HjM,ERROR: [youtube] t5KknT68HjM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Fstoppers,,youtube,reviews,6.34,,The Nerdiest iPhone 18 Pro Camera Review,https://www.youtube.com/watch?v=aF7DSUI7VM0,aF7DSUI7VM0,ERROR: [youtube] aF7DSUI7VM0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Suraj Kumar,,youtube,reviews,6.77,,Netflix's Two Different Faces: Irumudi & Lust Stories 2 REVIEW |,https://www.youtube.com/watch?v=ZAyZ8Iy4F7s,ZAyZ8Iy4F7s,ERROR: [youtube] ZAyZ8Iy4F7s: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Naseem Speach,,youtube,reviews,6.82,,iPhone 18 Pro - 24 Hours Later... (HONEST Review),https://www.youtube.com/watch?v=IxRtZsHoxDU,IxRtZsHoxDU,ERROR: [youtube] IxRtZsHoxDU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,IGN,,youtube,reviews,6.81,,Fire Emblem: Fortune's Weave Review,https://www.youtube.com/watch?v=IyaSo06SmhM,IyaSo06SmhM,ERROR: [youtube] IyaSo06SmhM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,mullet reviews,,youtube,reviews,6.95,,Hot blonde goes to everything ok buffet in frankfort indiana  #mulletreview  #review  #buffet,https://www.youtube.com/watch?v=PXpb15NK2ME,PXpb15NK2ME,ERROR: [youtube] PXpb15NK2ME: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Tom’s Guide,,youtube,reviews,6.84,,iPhone 18 Pro & Pro Max Review! (Answering the Internet),https://www.youtube.com/watch?v=sqaV5mFJav8,sqaV5mFJav8,ERROR: [youtube] sqaV5mFJav8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,The Majority Report w/ Sam Seder,,youtube,reviews,6.88,,Ben Shapiro Is Mad About His Terrible ISIS Movie Reviews,https://www.youtube.com/watch?v=45UKmFAI70w,45UKmFAI70w,ERROR: [youtube] 45UKmFAI70w: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,In Depth Tech Reviews,,youtube,reviews,7.23,,Pixel 11 Pro XL In-Depth Review – Google Almost Got Everything Right!,https://www.youtube.com/watch?v=_5xxjxfYoG4,_5xxjxfYoG4,ERROR: [youtube] _5xxjxfYoG4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,The Tech Chap,,youtube,reviews,7.55,,iPhone 18 Pro | Pro Max REVIEW - The Good & Bad (shot on iPhone),https://www.youtube.com/watch?v=vTDhHX7x2N4,vTDhHX7x2N4,ERROR: [youtube] vTDhHX7x2N4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Kermode and Mayo's Take,,youtube,reviews,7.12,,Mark Kermode reviews Resident Evil,https://www.youtube.com/watch?v=8r6c35jzxNs,8r6c35jzxNs,ERROR: [youtube] 8r6c35jzxNs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Ramma,,youtube,reviews,7.29,,I Tested 1-Star Restaurant Reviews In Nepal 🇳🇵,https://www.youtube.com/watch?v=MVjb3Nb67g8,MVjb3Nb67g8,ERROR: [youtube] MVjb3Nb67g8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,TopicArlo,,youtube,reviews,7.75,,The Fire Emblem: Fortune's Weave Reviews Are WILD,https://www.youtube.com/watch?v=ngaXaMlSFC0,ngaXaMlSFC0,ERROR: [youtube] ngaXaMlSFC0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Marques Brownlee,,youtube,reviews,6.85,,iPhone 18 Pro Review: All About that Chip,https://www.youtube.com/watch?v=ohqxP8EEumo,ohqxP8EEumo,ERROR: [youtube] ohqxP8EEumo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Jeremy Jahns,,youtube,reviews,7.23,,Coyote vs. Acme - Movie Review,https://www.youtube.com/watch?v=AxOmv3sXns0,AxOmv3sXns0,ERROR: [youtube] AxOmv3sXns0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Disparu,,youtube,reviews,7.88,,Lanterns Critic Reviews NUKE Most WOKE Show Since Watchmen,https://www.youtube.com/watch?v=4rDjxUXQdhk,4rDjxUXQdhk,ERROR: [youtube] 4rDjxUXQdhk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Tech Spurt,,youtube,reviews,7.84,,Xiaomi HyperOS 4 Beta Review | Best Update Yet?,https://www.youtube.com/watch?v=eZnGXAQ9sUI,eZnGXAQ9sUI,ERROR: [youtube] eZnGXAQ9sUI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,IGN,,youtube,reviews,6.7,,Control Resonant Review,https://www.youtube.com/watch?v=7YiRi1llmQo,7YiRi1llmQo,ERROR: [youtube] 7YiRi1llmQo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Jeremy Jahns,,youtube,reviews,7.44,,Practical Magic 2 - Movie Review,https://www.youtube.com/watch?v=a71v3jnM3wI,a71v3jnM3wI,ERROR: [youtube] a71v3jnM3wI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Byte Review,,youtube,reviews,7.24,,I tried the iPhone Duo. I get it now,https://www.youtube.com/watch?v=TC1_1-_P2xY,TC1_1-_P2xY,ERROR: [youtube] TC1_1-_P2xY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Verlisify,,youtube,reviews,7.02,,ANIIMO IS THE GREATEST GAME EVER MADE - Aniimo Review,https://www.youtube.com/watch?v=Xid5jf2uPTw,Xid5jf2uPTw,ERROR: [youtube] Xid5jf2uPTw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,minoqtopus,,youtube,reviews,7.06,,iPhone 18 Pro Review - Watch Before You Buy,https://www.youtube.com/watch?v=CGXuvl3-25c,CGXuvl3-25c,ERROR: [youtube] CGXuvl3-25c: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Beyond The Trailer,,youtube,reviews,6.61,,Resident Evil 2026 SPOILER Review - Ending Explained! Movie vs Video Game!,https://www.youtube.com/watch?v=nL1QUuc2kdA,nL1QUuc2kdA,ERROR: [youtube] nL1QUuc2kdA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,GameSpot,,youtube,reviews,6.93,,Control Resonant's Best Aspect Left Me Utterly Speechless - Review,https://www.youtube.com/watch?v=f1LEHPr8e_o,f1LEHPr8e_o,ERROR: [youtube] f1LEHPr8e_o: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Heavy Spoilers,,youtube,reviews,7.17,,RESIDENT EVIL (2026) Ending Explained & Breakdown | Full Movie Review & Game Every Easter Egg,https://www.youtube.com/watch?v=QGZsWTv9sho,QGZsWTv9sho,ERROR: [youtube] QGZsWTv9sho: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,HTX Studio,,youtube,reviews,7.01,,iPhone 18 Pro Review: I Have Mixed Feelings.,https://www.youtube.com/watch?v=BIqvBPVcz7Y,BIqvBPVcz7Y,ERROR: [youtube] BIqvBPVcz7Y: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Autocar India,,youtube,reviews,7.42,,2026 Royal Enfield Himalayan 440 review - The gentleman’s ADV returns | Autocar India,https://www.youtube.com/watch?v=D2rGjDoh0vc,D2rGjDoh0vc,ERROR: [youtube] D2rGjDoh0vc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,DesFit,,youtube,reviews,6.62,,Apple Watch Ultra 4 In-Depth Review // Time To Upgrade?,https://www.youtube.com/watch?v=2tSA3nkdl98,2tSA3nkdl98,ERROR: [youtube] 2tSA3nkdl98: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,FightinCowboy,,youtube,reviews,7.11,,CONTROL Resonant Review - Remedy's Best Game Yet,https://www.youtube.com/watch?v=YUf5JcYa1GM,YUf5JcYa1GM,ERROR: [youtube] YUf5JcYa1GM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Dave2D,,youtube,reviews,6.89,,iPhone 18 Pro Max Review - Apple's Hyping The Wrong Thing,https://www.youtube.com/watch?v=eHYaESEzFHc,eHYaESEzFHc,ERROR: [youtube] eHYaESEzFHc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Cody Leach,,youtube,reviews,7.26,,Resident Evil (2026) - Movie Review,https://www.youtube.com/watch?v=1jD-TPGU8No,1jD-TPGU8No,ERROR: [youtube] 1jD-TPGU8No: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,YOGI BOLTA HAI,,youtube,reviews,7.07,,Awarapan 2 Movie Review | Yogi Bolta Hai,https://www.youtube.com/watch?v=_yXevIoymuI,_yXevIoymuI,ERROR: [youtube] _yXevIoymuI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,3C Films,,youtube,reviews,7.68,,Resident Evil Is… (REVIEW),https://www.youtube.com/watch?v=UVLvH5LwjW8,UVLvH5LwjW8,ERROR: [youtube] UVLvH5LwjW8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,MrMobile [Michael Fisher],,youtube,reviews,6.92,,iPhone 18 Pro Review (From An Android Guy),https://www.youtube.com/watch?v=9hf6QDQ8Zcc,9hf6QDQ8Zcc,ERROR: [youtube] 9hf6QDQ8Zcc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Heavy Spoilers,,youtube,reviews,7.82,,RESIDENT EVIL Full Movie Spoiler Review Breakdown & Ending Explained,https://www.youtube.com/watch?v=vwqwZ4rozDM,vwqwZ4rozDM,ERROR: [youtube] vwqwZ4rozDM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Ryan Trahan,,youtube,reviews,7.66,,I Tested Restaurants with No Reviews,https://www.youtube.com/watch?v=jac53THxO0I,jac53THxO0I,ERROR: [youtube] jac53THxO0I: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,carandbike,,youtube,reviews,7.31,,"ROYAL ENFIELD HIMALAYAN 440 REVIEW: Performance, Fuel Economy Tested",https://www.youtube.com/watch?v=OO9Tiqt3SDg,OO9Tiqt3SDg,ERROR: [youtube] OO9Tiqt3SDg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
